show,name,year_introduced,year_finished,span,number_episodes,total_episodes,dead,month_last_ep,is_male,,,,
Masters of Sex,Barton Scully,2013,2016,4,21,46,FALSE,11,TRUE,,,,
Masters of Sex,Betty DeMillo,2013,2016,4,37,46,FALSE,11,FALSE,,,,
Matador,Reyna Flores,2014,2014,1,6,13,FALSE,9,FALSE,,,,
Matt Waters,Russ Achoa,1996,1996,1,6,6,FALSE,2,TRUE,,,,
Melrose Place 1,Matt Fielding,1992,1997,6,160,219,TRUE,9,TRUE,,,,
Melrose Place 2,Ella Simms,2009,2010,2,18,18,FALSE,4,FALSE,,,,
Melrose Place 2,Caleb Brewer,2009,2009,1,8,18,FALSE,11,TRUE,,,,
Merlí,Bruno,2015,2016,2,26,26,FALSE,12,TRUE,,,,
Merlí,Oliver,2015,2016,2,26,26,FALSE,12,TRUE,,,,
Merlí,Pol,2015,2016,2,26,26,FALSE,12,TRUE,,,,
Mike & Molly,Harry,2011,2016,6,27,127,FALSE,5,TRUE,,,,
Mile High,Will O'Brien,2003,2005,3,38,39,FALSE,7,TRUE,,,,
Miss Fisher's Murder Mysteries,Elizabeth 'Dr Mac' Macmillan,2012,2015,4,17,34,FALSE,6,FALSE,,,,
Mistresses,Karen Kim,2013,2016,4,52,52,TRUE,9,FALSE,,,,
Mit Herz und Handschellen,Thorsten Schmidt,2002,2006,5,11,22,FALSE,2,TRUE,,,,
Mit Herz und Handschellen,Bernd Fabrius,2005,2010,6,4,22,FALSE,7,TRUE,,,,
Mit Herz und Handschellen,Leo Kraft,2002,2010,9,22,22,FALSE,7,TRUE,,,,
Modern Family,Cameron Tucker,2009,2016,8,175,175,FALSE,12,TRUE,,,,
Modern Family,Mitchell Pritchett,2009,2016,8,175,175,FALSE,12,TRUE,,,,
Moorat a.k.a Eunuch's Wedding,Chamki,2004,2005,2,16,33,FALSE,10,TRUE,,,,
Moorat a.k.a Eunuch's Wedding,Reshma,2004,2005,2,26,33,FALSE,10,TRUE,,,,
Moorat a.k.a Eunuch's Wedding,Babra,2004,2005,2,29,33,FALSE,10,TRUE,,,,
Moorat a.k.a Eunuch's Wedding,Bijli,2004,2005,2,29,33,FALSE,10,TRUE,,,,
Moorat a.k.a Eunuch's Wedding,Shola,2004,2005,2,29,33,FALSE,10,TRUE,,,,
Moral Orel,Coach Daniel Stopframe,2005,2008,4,30,39,FALSE,11,TRUE,,,,
Moral Orel,Clay Puppington,2005,2008,4,38,39,FALSE,12,TRUE,,,,
More Tales Of The City,D'orothea Wilson,1998,1998,1,4,6,FALSE,6,FALSE,,,,
More Tales Of The City,Jon Fielding,1998,1998,1,5,6,FALSE,6,TRUE,,,,
More Tales Of The City,Anna Madrigal,1998,1998,1,6,6,FALSE,6,FALSE,,,,
More Tales Of The City,Michael Tolliver,1998,1998,1,6,6,FALSE,6,TRUE,,,,
Mr Robot,Gideon Goddard,2015,2016,2,10,22,FALSE,8,TRUE,,,,
Mr Robot,Whiterose,2015,2016,2,6,22,FALSE,9,FALSE,,,,
Mr Robot,Tyrell Wellick,2015,2016,2,22,22,FALSE,9,TRUE,,,,
Murder One,Louis Hines,1995,1997,3,31,41,FALSE,5,TRUE,,,,
Murdoch Mysteries,James Gillies,2009,2014,9,7,143,FALSE,1,TRUE,,,,
Murdoch Mysteries,Lillian Moss,2014,2015,2,10,143,FALSE,10,FALSE,,,,
Murdoch Mysteries,Giles,2011,2015,5,11,143,FALSE,10,TRUE,,,,
Murdoch Mysteries,Dr. Emily Grace,2012,2016,5,65,143,FALSE,10,FALSE,,,,
Muscle,Bronwyn Jones,1995,1995,1,13,13,FALSE,5,FALSE,,,,
My Family,Scott Marsh,2010,2011,2,4,118,FALSE,7,TRUE,,,,
My Family,Michael Harper,2000,2011,12,115,118,FALSE,9,TRUE,,,,
My Husband's Lover,Martin Lizada,2013,2013,1,11,94,FALSE,10,TRUE,,,,
My Husband's Lover,"Zandro ""Zsa Zsa"" Soriano",2013,2013,1,21,94,FALSE,10,TRUE,,,,
My Husband's Lover,Danny,2013,2013,1,94,94,FALSE,10,TRUE,,,,
My Husband's Lover,David,2013,2013,1,94,94,FALSE,10,TRUE,,,,
My Husband's Lover,Eric Del Mundo,2013,2013,1,94,94,FALSE,10,TRUE,,,,
My Husband's Lover,Vincent Soriano,2013,2013,1,94,94,FALSE,10,TRUE,,,,
My Mad Fat Diary,Archie,2013,2015,3,16,16,FALSE,7,TRUE,,,,
My Name Is Earl,Kenny James,2005,2009,5,18,96,FALSE,3,TRUE,,,,
My Name is Earl,Stuart Daniels,2006,2009,4,14,96,FALSE,5,TRUE,,,,
My So-Called Life,Richard Katimski,1994,1995,2,4,19,FALSE,1,TRUE,,,,
My So-Called Life,"Enrique ""Rickie"" Vasquez",1994,1995,2,19,19,FALSE,1,TRUE,,,,
Mystery Girls,Nick Diaz,2014,2014,1,10,10,FALSE,8,TRUE,,,,
Nada Será Como Antes ,Beatriz de Souza,2016,2016,1,12,12,FALSE,12,FALSE,,,,
Nada Será Como Antes ,Júlia Azevedo Gomes,2016,2016,1,12,12,FALSE,12,FALSE,,,,
Nada Será Como Antes ,Rodolfo do Vale,2016,2016,1,12,12,FALSE,12,TRUE,,,,
Nashville,Brent McKinney,2013,2014,2,12,87,FALSE,3,TRUE,,,,
Nashville,Kevin Bicks,2015,2016,2,12,87,FALSE,5,TRUE,,,,
Nashville,Will Lexington,2013,2016,4,72,87,FALSE,12,TRUE,,,,
Necessary Roughness,Rex Evans,2013,2013,1,8,38,FALSE,8,TRUE,,,,
Neighbours,Lana Crawford,2004,2005,2,16,3207,FALSE,1,FALSE,,,,
Neighbours,Gino Esposito,2001,2006,6,27,3207,FALSE,1,TRUE,,,,
Neighbours,Aidan Foster,2011,2013,3,62,3207,FALSE,1,TRUE,,,,
Neighbours,Donna Freedman,2008,2011,4,329,3207,FALSE,1,FALSE,,,,
Neighbours,Sky Mangel,2003,2015,13,161,3207,FALSE,3,FALSE,,,,
Neighbours,Aaron Barkley,2003,2004,2,3,3207,FALSE,5,TRUE,,,,
Neighbours,Scotty Boland,2013,2013,1,9,3207,FALSE,5,TRUE,,,,
Neighbours,Andrew Watson,1995,1996,2,15,3207,FALSE,5,TRUE,,,,
Neighbours,Andrew MacKenzie,1994,1994,1,6,3207,FALSE,6,TRUE,,,,
Neighbours,Nate Kinski,2014,2016,3,409,3207,FALSE,6,TRUE,,,,
Neighbours,Vaughn Redden,2012,2012,1,3,3207,FALSE,7,TRUE,,,,
Neighbours,Hudson Walsh,2013,2014,2,206,3207,FALSE,7,TRUE,,,,
Neighbours,Aaron Brennan,2015,2016,2,293,3207,FALSE,12,TRUE,,,,
Neighbours,Chris Pappas,2010,2015,6,1230,3207,FALSE,12,TRUE,,,,
Neighbours ,Christine Rodd,2006,2007,2,11,3207,FALSE,8,FALSE,,,,
Nip/Tuck,Olivia Lord,2007,2009,3,10,100,TRUE,1,FALSE,,,,
Nip/Tuck,Ava Moore,2004,2010,7,11,100,FALSE,3,FALSE,,,,
Nip/Tuck,Liz Cruz,2003,2010,8,96,100,FALSE,3,FALSE,,,,
Nip/Tuck,Julia McNamara,2003,2010,8,100,100,FALSE,3,FALSE,,,,
Nip/Tuck,Ridley Lange,2003,2003,1,3,100,FALSE,9,FALSE,,,,
Nip/Tuck,Vanessa Bartholomew,2003,2003,1,4,100,FALSE,9,FALSE,,,,
Nip/Tuck,Cherry Peck,2004,2006,3,5,100,FALSE,9,TRUE,,,,
Nip/Tuck,Sofía López,2003,2003,1,3,100,FALSE,10,TRUE,,,,
Nip/Tuck,Kit McGraw,2005,2005,1,5,100,FALSE,12,FALSE,,,,
Nip/Tuck,Quentin Costa,2004,2005,2,16,100,FALSE,12,TRUE,,,,
No Tomorrow,Sofia,2016,2016,1,3,9,FALSE,12,FALSE,,,,
No Tomorrow,Kareema,2016,2016,1,9,9,FALSE,12,FALSE,,,,
Noah's Arc,Alex Kirby,2005,2006,2,17,17,FALSE,10,TRUE,,,,
Noah's Arc,Chance Counter,2005,2006,2,17,17,FALSE,10,TRUE,,,,
Noah's Arc,Noah Nicholson,2005,2006,2,17,17,FALSE,10,TRUE,,,,
Noah's Arc,Ricky Davis,2005,2006,2,17,17,FALSE,10,TRUE,,,,
Noah's Arc,Wade Robinson,2005,2006,2,17,17,FALSE,10,TRUE,,,,
Normal Ohio,"William ""Butch"" Gamble",2000,2000,1,7,12,FALSE,12,TRUE,,,,
Notorious,Levi,2016,2016,1,5,10,FALSE,10,TRUE,,,,
Notruf Hafenkante,Helen Anneza,2013,2013,1,5,248,FALSE,5,FALSE,,,,
Notruf Hafenkante,Melanie Hansen,2007,2016,10,234,248,FALSE,12,FALSE,,,,
Number 96,Dudley Butterfield,1972,1977,6,25,39,FALSE,5,TRUE,,,,
Number 96,Don Finlayson,1972,1977,6,36,39,FALSE,5,TRUE,,,,
Nurse Jackie,Eleanor O'Hara,2009,2015,7,51,80,FALSE,6,FALSE,,,,
Nurse Jackie,Thor Lundgren,2009,2015,7,79,80,FALSE,6,TRUE,,,,
Nurse Jackie,"Mohammed ""Mo-Mo"" de la Cruz ",2009,2009,1,12,80,FALSE,8,TRUE,,,,
NYPD Blue,Thomas Bale,1997,2005,11,21,261,FALSE,3,TRUE,,,,
NYPD Blue,John Irvin,1995,2005,11,156,261,FALSE,3,TRUE,,,,
NYPD Blue,Abby Sullivan,1996,1997,2,10,261,FALSE,10,FALSE,,,,
Oh Grow Up,Ford Lowell ,1999,1999,1,12,12,FALSE,12,TRUE,,,,
Olympus,Kimon,2015,2015,1,6,13,FALSE,5,TRUE,,,,
Olympus,Adriadne,2015,2015,1,9,13,FALSE,7,FALSE,,,,
Olympus,Lykos,2015,2015,1,11,13,FALSE,7,TRUE,,,,
Once And Again,Katie Singer ,2001,2002,2,8,63,FALSE,4,FALSE,,,,
Once And Again,Jessie Sammler,1999,2002,4,56,63,FALSE,4,FALSE,,,,
Once Upon A Time,Dorothy Gale,2014,2016,3,3,122,FALSE,4,FALSE,,,,
Once Upon A Time,Mulan,2012,2016,5,12,122,FALSE,4,FALSE,,,,
Once Upon A Time,Ruby Lucas,2011,2016,6,48,122,FALSE,4,FALSE,,,,
One Big Happy,Lizzy,2015,2015,1,6,6,FALSE,4,FALSE,,,,
One Life to Live,Daniel Colson,2005,2005,1,3,2089,FALSE,4,TRUE,,,,
One Life to Live,Kyle Lewis,2009,2010,2,97,2089,FALSE,4,TRUE,,,,
One Life to Live,Oliver Fish,2008,2010,3,136,2089,FALSE,4,TRUE,,,,
One Life to Live,Billy Douglas,1992,1993,2,13,2089,FALSE,12,TRUE,,,,
One Summer,Kidder,1983,1983,1,4,5,FALSE,9,TRUE,,,,
One Tree Hill,Anna Tarrago,2004,2005,2,12,187,FALSE,4,FALSE,,,,
One Tree Hill,Josh Avery,2010,2010,1,7,187,FALSE,5,TRUE,,,,
Orange Is The New Black,Jason Figueroa,2014,2015,2,4,52,FALSE,6,TRUE,,,,
Orange Is The New Black,Desi Piscartella,2016,2016,1,13,52,FALSE,6,TRUE,,,,
Orange Is The New Black,Judy King,2015,2016,2,17,52,FALSE,6,FALSE,,,,
Orange Is The New Black,Sophia Burset,2013,2016,4,33,52,FALSE,6,FALSE,,,,
Orange Is The New Black,Brook Soso,2014,2016,3,34,52,FALSE,6,FALSE,,,,
Orange Is The New Black,Nicky Nichols,2013,2016,4,42,52,FALSE,6,FALSE,,,,
Orange Is The New Black,Alex Vause,2013,2016,4,43,52,FALSE,6,FALSE,,,,
Orange Is The New Black,"Carrie ""Big Boo"" Black",2013,2016,4,48,52,FALSE,6,FALSE,,,,
Orange Is The New Black,Lorna Morello,2013,2016,4,49,52,FALSE,6,FALSE,,,,
Orange Is The New Black,Poussey Washington,2013,2016,4,50,52,TRUE,6,FALSE,,,,
Orange Is The New Black,"Suzanne ""Crazy Eyes"" Warren",2013,2016,4,51,52,FALSE,6,FALSE,,,,
Orange Is The New Black,Piper Chapman,2013,2016,4,52,52,FALSE,6,FALSE,,,,
Orange Is The New Black,Tricia Miller,2013,2013,1,7,52,TRUE,7,FALSE,,,,
Oranges Are Not The Only Fruit,Jess,1990,1990,1,3,3,FALSE,1,FALSE,,,,
Orphan Black,Shay Davydov,2015,2015,1,6,40,FALSE,6,FALSE,,,,
Orphan Black,Felix Dawkins,2013,2016,4,10,40,FALSE,6,TRUE,,,,
Orphan Black,Delphine Cormier,2013,2016,4,24,40,FALSE,6,FALSE,,,,
Orphan Black,Cosima Niehaus,2013,2016,4,39,40,FALSE,6,FALSE,,,,
Orphan Black,Sarah Manning,2013,2016,4,40,40,FALSE,6,FALSE,,,,
Other Space,Karen Lipinski,2015,2015,1,8,8,FALSE,4,FALSE,,,,
Other Space,Tina Shukshin,2015,2015,1,8,8,FALSE,4,FALSE,,,,
Other Space,Stewart Lipinski,2015,2015,1,8,8,FALSE,4,TRUE,,,,
Out of Practice,Regina Barnes,2005,2006,2,21,21,FALSE,3,FALSE,,,,
Outlander,Duke Of Sandringham,2015,2016,2,5,29,FALSE,6,TRUE,,,,
Outlander,Jonathan Wolverton Randall,2014,2016,3,20,29,FALSE,6,TRUE,,,,
Outlaw,Lucinda Pearl,2010,2010,1,8,8,FALSE,11,FALSE,,,,
Outrageous Fortune,Bilkey van der Heever,2008,2009,2,9,107,FALSE,8,TRUE,,,,
Outrageous Fortune,Angel,2009,2010,2,16,107,FALSE,11,TRUE,,,,
Oz,Chris Keller,1998,2003,6,38,56,TRUE,2,TRUE,,,,
Oz,Tobias Beecher,1997,2003,6,56,56,FALSE,2,TRUE,,,,
Oz,Richie Hanlon,1998,1999,2,7,56,TRUE,8,TRUE,,,,
Oz,Nat Ginzburg,1999,2000,2,8,56,TRUE,8,TRUE,,,,
Paradise Falls,Trish Simpkin,2001,2008,8,77,93,FALSE,9,FALSE,,,,
Paradise Falls,Nick Braga,2001,2008,8,88,93,FALSE,9,TRUE,,,,
Parenthood,Haddie Braverman,2010,2015,6,60,103,FALSE,1,FALSE,,,,
Parks and Recreation,Craig Middlebrooks,2013,2015,3,17,125,FALSE,2,TRUE,,,,
Parks and Recreation,Jean-Ralphio Saperstein,2010,2015,6,21,125,FALSE,2,TRUE,,,,
Partners,Louis McManus,2012,2013,2,13,13,FALSE,5,TRUE,,,,
Partners,Wyatt Plank,2012,2013,2,13,13,FALSE,5,TRUE,,,,
Party Of Five,Ross Werkman,1994,2000,7,20,143,FALSE,5,TRUE,,,,
Passions,Rae Thomas,2002,2007,6,14,1244,TRUE,2,FALSE,,,,
Passions,Vincent Clarkson,2007,2008,2,97,1244,FALSE,7,TRUE,,,,
Passions,Chad Harris-Crane,2002,2007,6,825,1244,FALSE,8,TRUE,,,,
Passions,Simone Russell,1999,2007,9,631,1244,FALSE,9,FALSE,,,,
Peaky Blinders,James,2014,2014,1,3,18,FALSE,11,TRUE,,,,
Peep Show,Jeremy 'Jez' Usborne,2003,2015,13,54,54,FALSE,12,TRUE,,,,
Penny Dreadful,Justine,2016,2016,1,6,27,FALSE,6,FALSE,,,,
Penny Dreadful,Ferdinand Lyle,2014,2016,3,14,27,FALSE,6,TRUE,,,,
Penny Dreadful,Lily,2014,2016,3,27,27,FALSE,6,FALSE,,,,
Penny Dreadful,Dorian Gray,2014,2016,3,27,27,FALSE,6,TRUE,,,,
Penny Dreadful,Ethan Chandler,2014,2016,3,27,27,FALSE,6,TRUE,,,,
Person Of Interest,Root,2012,2016,5,65,103,TRUE,5,FALSE,,,,
Person Of Interest,Sameen Shaw,2013,2016,4,50,103,FALSE,6,FALSE,,,,
Plats Bruts,Pol Requena,1999,2002,4,45,72,FALSE,6,TRUE,,,,
Playing the Field,Gabrielle Holmes,1998,1999,2,9,32,FALSE,4,FALSE,,,,
Playing the Field,Angie Gill,1998,1999,2,13,32,FALSE,4,FALSE,,,,
Please Like Me,Patrick,2014,2014,1,8,32,FALSE,10,TRUE,,,,
Please Like Me,Ben,2015,2016,2,4,32,FALSE,11,TRUE,,,,
Please Like Me,Geoffrey,2013,2016,4,8,32,FALSE,12,TRUE,,,,
Please Like Me,Hannah,2014,2016,2,22,32,FALSE,12,FALSE,,,,
Please Like Me,Arnold,2014,2016,3,22,32,FALSE,12,TRUE,,,,
Please Like Me,Josh,2013,2016,4,32,32,FALSE,12,TRUE,,,,
Plus belle la vie,Cristal Balester,2012,2012,1,36,815,FALSE,12,FALSE,,,,
Plus belle la vie,Lea Leroux,2012,2012,1,46,815,FALSE,12,FALSE,,,,
Plus belle la vie,Thomas Marci,2005,2012,8,785,815,FALSE,12,TRUE,,,,
Political Animals,T.J. Hammond,2012,2012,1,6,6,FALSE,8,TRUE,,,,
Porridge,Lukewarm,1974,1977,4,6,20,FALSE,3,TRUE,,,,
Preciosas,Paola Farfán,2016,2016,1,4,5,TRUE,8,FALSE,,,,
Preciosas,Elsa Morales,2016,2016,1,5,5,TRUE,8,FALSE,,,,
Pretty Little Liars,Talia Sandoval,2015,2015,1,7,150,FALSE,2,FALSE,,,,
Pretty Little Liars,Shana Fring,2013,2014,2,13,150,TRUE,7,FALSE,,,,
Pretty Little Liars,Samara Cook,2011,2011,1,5,150,FALSE,8,FALSE,,,,
Pretty Little Liars,Sara Harvey,2015,2016,2,16,150,TRUE,8,FALSE,,,,
Pretty Little Liars,Maya St Germain,2010,2012,3,22,150,TRUE,8,FALSE,,,,
Pretty Little Liars,Paige McCullers,2011,2016,6,41,150,FALSE,8,FALSE,,,,
Pretty Little Liars,Jenna Marshall,2010,2016,7,48,150,FALSE,8,FALSE,,,,
Pretty Little Liars,Alison DiLaurentis,2010,2016,7,150,150,FALSE,8,FALSE,,,,
Pretty Little Liars,Emily Fields,2010,2016,7,150,150,FALSE,8,FALSE,,,,
Primeval: New World,Toby Nance,2012,2013,2,13,13,FALSE,8,FALSE,,,,
Prison Break,"Theodore ""T-Bag"" Bagwell",2005,2009,5,79,80,FALSE,5,TRUE,,,,
Prisoner: Cell Block H,Judy Bryant,1980,1985,6,430,669,FALSE,1,FALSE,,,,
Prisoner: Cell Block H,Franky Doyle,1979,1979,1,21,669,TRUE,5,FALSE,,,,
Prisoner: Cell Block H,Sharon Gilmour,1980,1980,1,52,669,TRUE,5,FALSE,,,,
Prisoner: Cell Block H,Joan Ferguson,1982,1986,5,389,669,FALSE,12,FALSE,,,,
Profiler,George Fraley,1996,2000,5,82,82,FALSE,7,TRUE,,,,
Public Morals,John Irvin,1996,1996,1,13,13,FALSE,10,TRUE,,,,
Pushing Daisies,Coroner,2007,2009,3,11,22,FALSE,5,TRUE,,,,
Quantico,Hannah Wyland,2015,2016,2,4,30,FALSE,4,FALSE,,,,
Quantico,Elias Harper,2015,2016,2,10,30,TRUE,5,TRUE,,,,
Quantico,Will Olsen,2016,2016,1,11,30,FALSE,10,TRUE,,,,
Quantico,Sebastian Chen,2016,2016,1,7,30,FALSE,11,TRUE,,,,
Quantico,Harry Doyle,2016,2016,1,8,30,FALSE,11,TRUE,,,,
Quarry,Buddy,2016,2016,1,8,8,FALSE,10,TRUE,,,,
Queen Sugar,Chantal Williams,2016,2016,1,4,13,FALSE,11,FALSE,,,,
Queen Sugar,Nova Bordelon,2016,2016,1,13,13,FALSE,11,FALSE,,,,
Queer as Folk (UK),Alexander Perry,1999,2000,2,7,10,FALSE,2,TRUE,,,,
Queer as Folk (UK),Romey Sullivan,1999,2000,2,10,10,FALSE,2,FALSE,,,,
Queer as Folk (UK),Nathan Maloney,1999,2000,2,10,10,FALSE,2,TRUE,,,,
Queer as Folk (UK),Stuart Alan Jones,1999,2000,2,10,10,FALSE,2,TRUE,,,,
Queer as Folk (UK),Phil Delaney,1999,1999,1,3,10,FALSE,3,TRUE,,,,
Queer as Folk (UK),Cameron Roberts,1999,1999,1,5,10,FALSE,4,TRUE,,,,
Queer as Folk (UK),Lisa Levene,1999,1999,1,7,10,FALSE,4,FALSE,,,,
Queer as Folk (US),Ethan Gold,2002,2003,2,10,83,FALSE,4,TRUE,,,,
Queer as Folk (US),George Schickel,2002,2002,1,5,83,TRUE,5,TRUE,,,,
Queer as Folk (US),Dusty,2003,2005,3,3,83,TRUE,7,FALSE,,,,
Queer as Folk (US),Drew Boyd,2004,2005,2,9,83,FALSE,7,TRUE,,,,
Queer as Folk (US),Vic Grassi,2000,2004,5,48,83,TRUE,7,TRUE,,,,
Queer as Folk (US),Ben Bruckner,2002,2005,4,55,83,FALSE,8,TRUE,,,,
Queer as Folk (US),Brian Kinney,2002,2005,4,83,83,FALSE,8,TRUE,,,,
Queer as Folk (US),Melanie Marcus,2000,2005,5,83,83,FALSE,8,FALSE,,,,
Queer as Folk (US),Michael Novotny,2000,2005,5,83,83,FALSE,8,TRUE,,,,
Queer as Folk (US),"Theodore ""Ted"" Schmidt",2000,2005,5,83,83,FALSE,8,TRUE,,,,
Queer as Folk (US),Lindsay Peterson,2000,2005,6,83,83,FALSE,8,FALSE,,,,
Queer as Folk (US),Emmett Honeycutt,2000,2005,6,83,83,FALSE,8,TRUE,,,,
Queer as Folk (US),Justin Taylor,2000,2005,6,83,83,FALSE,8,TRUE,,,,
Raising The Bar,Charlie Sagansky,2008,2009,2,25,25,FALSE,12,TRUE,,,,
Raw,Pavel Rebien,2008,2013,6,25,30,FALSE,2,TRUE,,,,
Raw,Geoff Mitchell,2008,2013,6,29,30,FALSE,2,TRUE,,,,
Ray Donovan,Tommy Wheeler,2013,2016,4,8,48,FALSE,8,TRUE,,,,
Ray Donovan,Varick Strauss,2015,2015,1,7,48,TRUE,9,TRUE,,,,
Ray Donovan,Lena,2013,2016,4,48,48,FALSE,9,FALSE,,,,
Reaper,Steve,2008,2009,2,6,31,TRUE,5,TRUE,,,,
Reaper,Tony,2008,2009,2,9,31,FALSE,5,TRUE,,,,
Recovery Road,Vern Testaverde,2016,2016,1,10,10,FALSE,3,TRUE,,,,
Red Band Society,Sarah Souders,2014,2015,2,4,13,FALSE,2,FALSE,,,,
Red Band Society,Kenji Gomez-Rejon,2014,2015,2,9,13,FALSE,2,TRUE,,,,
Red Band Society,Kara Souders,2014,2015,2,13,13,FALSE,2,FALSE,,,,
Relativity,Rhonda Roth,1996,1997,2,17,17,FALSE,4,FALSE,,,,
Renegadepress.com,Oscar Cherniak,2005,2008,4,22,52,FALSE,4,TRUE,,,,
Reno 911!,Cherisha Kimball,2004,2008,5,42,88,FALSE,7,FALSE,,,,
Reno 911!,Lieutenant Jim Dangle,2003,2009,7,88,88,FALSE,7,TRUE,,,,
Rescue Me,Mike Silletti,2004,2011,8,93,93,FALSE,9,TRUE,,,,
Rev.,Archdeacon Robert,2010,2014,5,19,19,FALSE,4,TRUE,,,,
Revenge,Marco Romero,2012,2013,2,4,89,FALSE,1,TRUE,,,,
Revenge,Tyler Barrol,2011,2012,2,11,89,FALSE,2,TRUE,,,,
Revenge,Patrick Osbourne,2013,2014,2,12,89,FALSE,3,TRUE,,,,
Revenge,Regina George,2013,2013,1,4,89,FALSE,5,FALSE,,,,
Revenge,Nolan Ross,2011,2015,5,89,89,FALSE,5,TRUE,,,,
Ringer,Catherine Martin,2012,2012,1,9,22,FALSE,4,FALSE,,,,
Ringer,Olivia Charles,2011,2012,2,9,22,FALSE,4,FALSE,,,,
Ripper Street,Fred Best,2012,2016,5,19,36,FALSE,11,TRUE,,,,
Rizzoli & Isles,Maura Isles,2010,2016,7,105,105,FALSE,9,FALSE,,,,
Rome,Servilia of the Junii,2005,2007,3,18,22,TRUE,3,FALSE,,,,
Rookie Blue,Frankie Anderson,2015,2015,1,3,74,FALSE,7,FALSE,,,,
Rookie Blue,Gail Peck,2010,2015,6,74,74,FALSE,7,FALSE,,,,
Rookie Blue,Holly Stewart,2013,2014,2,12,74,FALSE,8,FALSE,,,,
Ros na Rún,Tina O'Dowd,2007,2011,5,15,114,FALSE,3,FALSE,,,,
Ros na Rún,Róise De Búrca,2007,2011,5,30,114,FALSE,3,FALSE,,,,
Roseanne,Scott,1995,1997,3,8,221,FALSE,5,TRUE,,,,
Roseanne,Nancy Bartlett,1991,1997,7,33,221,FALSE,5,FALSE,,,,
Roseanne,Leon Carp,1991,1997,7,46,221,FALSE,5,TRUE,,,,
Roseanne,Beverly Harris,1989,1997,9,59,221,FALSE,5,FALSE,,,,
Rosewood,Kat,2015,2016,2,7,31,FALSE,3,FALSE,,,,
Rosewood,Pippy Rosewood,2015,2016,2,31,31,FALSE,12,FALSE,,,,
Rosewood,Tara,2015,2016,2,31,31,FALSE,12,FALSE,,,,
Rubicon,Walter,2010,2010,1,3,13,FALSE,9,TRUE,,,,
Rubicon,Kale Ingram,2010,2010,1,13,13,FALSE,10,TRUE,,,,
Rules Of Engagement,Brenda,2010,2013,4,12,100,FALSE,5,FALSE,,,,
Running Wilde,Mr. Lunt,2010,2011,2,13,13,FALSE,5,TRUE,,,,
Saints & Sinners,Pamela Claybourne,2016,2016,1,8,8,FALSE,4,FALSE,,,,
Salatut elämät,Miska Koistinen,2013,2016,4,104,2943,FALSE,4,TRUE,,,,
Salatut elämät,Lari Väänänen,2011,2016,6,432,2943,FALSE,12,TRUE,,,,
Salatut elämät,Elias Vikstedt,2011,2016,6,527,2943,FALSE,12,TRUE,,,,
Salatut elämät,Kalle Laitela,1999,2016,18,1530,2943,FALSE,12,TRUE,,,,
Salem,Tituba,2014,2016,4,32,32,TRUE,12,FALSE,,,,
Sanctuary,Helen Magnus,2008,2011,4,59,59,FALSE,12,FALSE,,,,
Santa Bárbara,Channing Capwell Jr.,1984,1985,2,11,1341,TRUE,6,TRUE,,,,
Santa Bárbara,Lindsay Smith,1985,1985,1,21,1341,FALSE,8,TRUE,,,,
Santa Bárbara,Antónia Vidal,2015,2016,2,263,263,FALSE,10,FALSE,,,,
Santa Bárbara,Maria Ana Rodrigues,2015,2016,2,263,263,FALSE,10,FALSE,,,,
Sara,Dennis Kemper,1985,1985,1,13,13,FALSE,5,TRUE,,,,
Saving Hope,Victor Reis,2012,2014,3,26,74,FALSE,3,TRUE,,,,
Saving Hope,Sydney Katz,2014,2016,2,15,74,FALSE,11,FALSE,,,,
Saving Hope,Shahir Hamza,2012,2016,5,55,74,FALSE,12,TRUE,,,,
Saving Hope,Maggie Lin,2012,2016,5,67,74,FALSE,12,FALSE,,,,
Scandal,Michael Ambruso,2014,2016,3,13,90,FALSE,2,TRUE,,,,
Scandal,James Novak,2012,2015,4,28,90,TRUE,3,TRUE,,,,
Scandal,Cyrus Beene,2012,2016,5,90,90,FALSE,5,TRUE,,,,
Scandal,Daniel Douglas Langston,2013,2013,1,6,90,TRUE,12,TRUE,,,,
Schitt's Creek,David Rose,2015,2016,2,26,26,FALSE,3,TRUE,,,,
Scott & Bailey,Anna Ram,2016,2016,1,3,33,FALSE,4,FALSE,,,,
Scott & Bailey,Helen Bartlett,2013,2013,1,4,33,TRUE,5,FALSE,,,,
Scream,Rachel Murray,2015,2015,1,5,23,TRUE,6,FALSE,,,,
Scream,Audrey Jenson,2015,2016,2,19,23,FALSE,10,FALSE,,,,
Scream Queens,Sam,2015,2015,1,8,23,TRUE,12,FALSE,,,,
Scream Queens,Chanel #3 (Sadie Swenson),2015,2016,2,23,23,FALSE,12,FALSE,,,,
Scrubs,"Todd ""The Todd"" Quinlan",2001,2010,10,127,182,FALSE,3,TRUE,,,,
Sean Saves the World,Sean,2013,2014,2,14,14,FALSE,3,TRUE,,,,
Seinfeld,Susan Ross,1992,1997,6,28,173,TRUE,11,FALSE,,,,
Seis Hermanas,Federico Velasco,2016,2016,1,27,237,FALSE,12,TRUE,,,,
Seis Hermanas,Aurora Alarcón,2015,2016,2,42,237,FALSE,12,FALSE,,,,
Seis Hermanas,Celia Silva,2015,2016,2,237,237,FALSE,12,FALSE,,,,
Sense8,Capheus,2015,2015,1,12,13,FALSE,6,TRUE,,,,
