show,name,year_introduced,year_finished,span,number_episodes,total_episodes,dead,month_last_ep,is_male,,,,
Game Of Thrones,Varys,2011,2016,6,36,54,FALSE,6,TRUE,,,,
Game Of Thrones,Sansa Stark,2011,2016,6,48,54,FALSE,6,FALSE,,,,
Game On,Jason,1996,1996,1,3,18,FALSE,10,TRUE,,,,
Gavin and Stacey,Jason West,2007,2010,4,6,20,FALSE,6,TRUE,,,,
GCB,Blake Reilly,2012,2012,1,10,10,FALSE,5,TRUE,,,,
General Hospital,Kristina Davis,2012,2013,2,69,2077,FALSE,3,FALSE,,,,
General Hospital,Brad Cooper,2013,2016,4,127,2077,FALSE,12,TRUE,,,,
Getting On,Patsy De La Serta,2013,2015,3,17,18,FALSE,12,TRUE,,,,
Gigantic,Charlie Maddock,2011,2011,1,3,18,FALSE,4,TRUE,,,,
Gigantic,Ryan Katins,2010,2011,2,13,18,FALSE,4,TRUE,,,,
Gilmore Girls,Michel Gerard,2000,2007,8,154,154,FALSE,5,TRUE,,,,
Gilmore Girls: A Year In The Life,Donald,2016,2016,1,2,4,FALSE,11,TRUE,,,,
Gilmore Girls: A Year In The Life,Michel Gerard,2016,2016,1,4,4,FALSE,11,TRUE,,,,
Gimme Gimme Gimme,Tom Farrell,1999,2001,3,19,19,FALSE,12,TRUE,,,,
Girls,George,2012,2013,2,3,52,FALSE,1,TRUE,,,,
Girls,Elijah Krantz,2012,2016,5,27,52,FALSE,4,TRUE,,,,
Glee,LeRoy Berry,2012,2015,4,3,121,FALSE,1,TRUE,,,,
Glee,Adam Crawford,2013,2013,1,3,121,FALSE,3,TRUE,,,,
Glee,Alistair,2015,2015,1,4,121,FALSE,3,TRUE,,,,
Glee,Dani,2013,2014,2,4,121,FALSE,3,FALSE,,,,
Glee,Spencer Porter,2015,2015,1,11,121,FALSE,3,TRUE,,,,
Glee,Dave Karofsky,2009,2015,7,29,121,FALSE,3,TRUE,,,,
Glee,Wade Adams,2012,2015,4,43,121,FALSE,3,FALSE,,,,
Glee,Quinn Fabray,2009,2015,7,78,121,FALSE,3,FALSE,,,,
Glee,Blaine Anderson,2010,2015,6,90,121,FALSE,3,TRUE,,,,
Glee,Brittany Pierce,2009,2015,6,98,121,FALSE,3,FALSE,,,,
Glee,Santana Lopez,2009,2015,7,116,121,FALSE,3,FALSE,,,,
Glee,Kurt Hummel,2009,2015,7,121,121,FALSE,3,TRUE,,,,
Glee,Elliot 'Starchild' Gilbert,2013,2014,2,5,121,FALSE,4,TRUE,,,,
Glee,Sandy Ryerson,2009,2011,3,8,121,FALSE,4,TRUE,,,,
Glee,Sebastian Smythe,2011,2013,3,7,121,FALSE,9,TRUE,,,,
Glitch,Charlie Thompson,2015,2015,1,6,6,FALSE,10,TRUE,,,,
Go Girls,Kent,2013,2013,1,5,62,FALSE,7,TRUE,,,,
Go Girls,Levi Hirsh,2013,2013,1,13,62,FALSE,7,TRUE,,,,
Go On,Anne,2012,2013,2,22,22,FALSE,4,FALSE,,,,
Goede Tijden Slechte Tijden,Marco Buis,2010,2010,1,13,4189,FALSE,3,TRUE,,,,
Goede Tijden Slechte Tijden,Lucas Sanders,2005,2005,1,4,4189,FALSE,4,TRUE,,,,
Goede Tijden Slechte Tijden,Edwin Bouwhuis,2010,2012,3,158,4189,FALSE,6,TRUE,,,,
Goede Tijden Slechte Tijden,Isabella Kortenaer ,2000,2010,11,627,4189,TRUE,7,FALSE,,,,
Goede Tijden Slechte Tijden,Morris Fischer,2003,2004,2,202,4189,FALSE,10,TRUE,,,,
Gossip Girl,Harold Waldorf,2007,2012,6,6,121,FALSE,1,TRUE,,,,
Gossip Girl,Jonathan Whitney,2008,2011,4,8,121,FALSE,1,TRUE,,,,
Gossip Girl,Elliot,2010,2011,2,6,121,FALSE,11,TRUE,,,,
Gossip Girl,Eric van der Woodsen,2007,2012,6,53,121,FALSE,12,TRUE,,,,
Gotham,Barbara Kean,2014,2016,3,55,55,FALSE,1,FALSE,,,,
Gotham,Oswald Cobblepot / The Penguin,2014,2016,3,55,55,FALSE,1,TRUE,,,,
Gotham,Renee Montoya,2014,2016,3,22,55,FALSE,5,FALSE,,,,
Gotham,Tabitha Galavan,2015,2016,2,33,55,FALSE,11,FALSE,,,,
Grace and Favour,Mr. Wilberforce C. Humphries,1992,1993,2,12,12,FALSE,2,TRUE,,,,
Grace And Frankie,Robert Hanson,2015,2016,2,26,26,FALSE,5,TRUE,,,,
Grace And Frankie,Sol Bergstein,2015,2016,2,26,26,FALSE,5,TRUE,,,,
Grace Under Fire,Emmett,1993,1995,3,5,112,TRUE,12,TRUE,,,,
Grandfathered,Annelise,2015,2016,2,22,22,FALSE,5,FALSE,,,,
Grandma's House,Simon,2010,2012,3,12,12,FALSE,5,TRUE,,,,
Grantchester,Leonard Finch,2014,2016,3,12,13,FALSE,12,TRUE,,,,
Greek,Grant,2009,2011,3,20,74,FALSE,1,TRUE,,,,
Greek,Heath,2007,2011,3,41,74,FALSE,3,TRUE,,,,
Greek,Calvin Owens,2007,2011,5,74,74,FALSE,3,TRUE,,,,
Greek,Michael,2008,2008,1,5,74,FALSE,10,TRUE,,,,
Grey's Anatomy,Lauren Boswell,2013,2013,1,3,277,FALSE,5,FALSE,,,,
Grey's Anatomy,Walter,2005,2007,3,4,277,FALSE,5,TRUE,,,,
Grey's Anatomy,Callie Torres,2006,2016,11,240,277,FALSE,5,FALSE,,,,
Grey's Anatomy,Erica Hahn,2006,2008,3,25,277,FALSE,11,FALSE,,,,
Grey's Anatomy,Joe,2005,2010,6,33,277,FALSE,11,TRUE,,,,
Grey's Anatomy,Leah Murphy,2012,2016,5,43,277,FALSE,11,FALSE,,,,
Grey's Anatomy,Arizona Robbins,2009,2016,8,185,277,FALSE,11,FALSE,,,,
Grosse Pointe,Kevin,2000,2001,2,17,17,FALSE,2,TRUE,,,,
Guiding Light,Natalia Rivera,2007,2009,3,247,1673,FALSE,9,FALSE,,,,
Guiding Light,Olivia Spencer,1999,2009,11,379,1673,FALSE,9,FALSE,,,,
Gute Zeiten schlechte Zeiten,Franzi Reuter,2005,2008,4,24,331,TRUE,6,FALSE,,,,
Halt And Catch Fire,Malcolm Levitan,2014,2016,3,19,30,FALSE,10,TRUE,,,,
Halt And Catch Fire,Joe MacMillan,2014,2016,3,30,30,FALSE,10,TRUE,,,,
Hand aufs Herz (a.k.a Heartbeat),Jennifer Hartman,2011,2011,1,41,234,FALSE,7,FALSE,,,,
Hand aufs Herz (a.k.a Heartbeat),Emma Müller,2010,2011,2,179,234,FALSE,7,FALSE,,,,
Hannibal,Francis Dolarhyde,2015,2015,1,6,39,FALSE,8,TRUE,,,,
Hannibal,Margot Verger,2014,2015,2,9,39,FALSE,8,FALSE,,,,
Hannibal,Jimmy Price,2013,2015,3,27,39,FALSE,8,TRUE,,,,
Hannibal,Alana Bloom,2013,2015,3,39,39,FALSE,8,FALSE,,,,
Hannibal,Hannibal Lecter,2013,2015,3,39,39,FALSE,8,TRUE,,,,
Hannibal,Will Graham,2013,2015,3,39,39,FALSE,8,TRUE,,,,
Hap And Leonard,Raoul,2016,2016,2,3,6,FALSE,4,TRUE,,,,
Hap And Leonard,Leonard Pine,2016,2016,2,6,6,FALSE,4,TRUE,,,,
Happily Divorced,Peter Lovett,2011,2013,3,34,34,FALSE,2,TRUE,,,,
Happy Endings,Grant,2012,2012,1,3,57,FALSE,2,TRUE,,,,
Happy Endings,Derrick,2011,2013,3,7,57,FALSE,4,TRUE,,,,
Happy Endings,Jane Kerkovich-Williams,2011,2013,3,57,57,FALSE,5,FALSE,,,,
Happy Endings,Max Blum,2011,2013,3,57,57,FALSE,5,TRUE,,,,
Hart of Dixie,Jaysene Charles,2014,2015,2,4,76,FALSE,3,FALSE,,,,
Hart of Dixie,Crickett Watts,2011,2015,5,76,76,FALSE,3,FALSE,,,,
Hawthorne,Kelly Epson,2009,2011,3,29,30,FALSE,8,FALSE,,,,
HeartBeat,Patty,1988,1989,2,5,18,FALSE,3,FALSE,,,,
HeartBeat,Marilyn McGrath,1988,1989,2,18,18,FALSE,3,FALSE,,,,
Helena's Shadow,Clara Fernandes,2014,2014,1,2,8,FALSE,3,FALSE,,,,
Helena's Shadow,Flávia Campos,2014,2014,1,2,8,FALSE,3,FALSE,,,,
Helena's Shadow,Marina Meirelles,2014,2014,1,2,8,FALSE,7,FALSE,,,,
Helena's Shadow,Vanessa,2014,2014,1,2,8,FALSE,7,FALSE,,,,
Hell on Wheels,Louise Ellison,2013,2016,4,24,55,FALSE,7,FALSE,,,,
Hellcats,Darwin,2010,2011,2,22,22,FALSE,5,TRUE,,,,
Help Me Help You,Johnathan,2006,2007,2,14,14,FALSE,1,TRUE,,,,
Hemlock Grove,Brooke Bluebell,2013,2013,1,4,33,FALSE,4,FALSE,,,,
Hemlock Grove,Clementine Chasseur,2013,2013,1,10,33,TRUE,4,FALSE,,,,
Hemlock Grove,Destiny Rumaneck,2013,2015,3,27,33,TRUE,10,FALSE,,,,
Hemlock Grove,Johann Pryce,2013,2015,3,29,33,TRUE,10,TRUE,,,,
Heroes,Gretchen Berg,2009,2010,2,11,76,FALSE,2,FALSE,,,,
Heroes,Claire Bennet,2006,2010,5,76,76,FALSE,2,FALSE,,,,
Hex,Maya Robertson,2005,2005,1,4,18,TRUE,6,FALSE,,,,
Hex,Tom Wright,2005,2005,1,11,18,TRUE,7,TRUE,,,,
Hex,Thelma Bates,2004,2005,2,18,18,TRUE,7,FALSE,,,,
High Society,Stephano,1995,1996,2,12,13,FALSE,2,TRUE,,,,
Hill Street Blues,Kate McBride,1986,1987,2,5,144,FALSE,3,FALSE,,,,
Hill Street Blues,Eddie Gregg,1982,1986,5,6,144,TRUE,3,TRUE,,,,
Hinter Gittern - Der Frauenknast,Julia 'Jule' Neumann,1999,2001,3,54,407,TRUE,2,FALSE,,,,
Hinter Gittern - Der Frauenknast,Susanne Teubner,1997,2000,4,104,407,TRUE,3,FALSE,,,,
Hinter Gittern - Der Frauenknast,Manuela Wellmann,2005,2010,6,35,407,TRUE,7,FALSE,,,,
Hinter Gittern - Der Frauenknast,Beate “Bea” Hansen,2000,2001,2,34,407,TRUE,9,FALSE,,,,
Hinter Gittern - Der Frauenknast,Ines Führbringer,2004,2004,1,15,407,TRUE,12,FALSE,,,,
Hit The Floor,Jude Kinkade,2014,2016,3,23,33,FALSE,9,TRUE,,,,
Hit The Floor,Zero,2014,2016,3,23,33,FALSE,9,TRUE,,,,
Holby City,Tony Vincent,2002,2003,2,7,532,FALSE,3,TRUE,,,,
Holby City,Ben Saunders,2002,2003,2,33,532,FALSE,4,TRUE,,,,
Holby City,Antoine Malick,2006,2016,11,120,532,FALSE,6,TRUE,,,,
Holby City,Simon Marshall,2012,2012,1,7,532,FALSE,7,TRUE,,,,
Holby City,Dan Hamilton,2011,2012,2,47,532,FALSE,7,TRUE,,,,
Holby City,Mickie Hendrie,2004,2006,3,81,532,FALSE,9,FALSE,,,,
Holby City,Dominic Copeland,2013,2016,5,300,532,FALSE,12,TRUE,,,,
Hollyoaks,Fern,2010,2011,2,8,879,FALSE,1,FALSE,,,,
Hollyoaks,Lydia Hart,2009,2010,2,46,879,FALSE,1,FALSE,,,,
Hollyoaks,Lockie Campbell,2014,2016,3,96,879,FALSE,1,TRUE,,,,
Hollyoaks,Tilly Evans,2011,2014,4,144,879,FALSE,1,FALSE,,,,
Hollyoaks,Bazil McCourtey,1995,1997,3,42,879,FALSE,2,TRUE,,,,
Hollyoaks,Kim Butterfield,2014,2016,3,199,879,FALSE,3,FALSE,,,,
Hollyoaks,Brendan Brady,2010,2013,4,340,879,FALSE,3,TRUE,,,,
Hollyoaks,Laura,2010,2010,1,3,879,FALSE,4,FALSE,,,,
Hollyoaks,Jodie Wilde,2011,2012,2,19,879,FALSE,4,FALSE,,,,
Hollyoaks,Texas Longford,2010,2013,4,219,879,FALSE,5,FALSE,,,,
Hollyoaks,Noah Baxter,2011,2011,1,48,879,FALSE,7,TRUE,,,,
Hollyoaks,Jen Gilmore,2012,2013,2,51,879,FALSE,7,FALSE,,,,
Hollyoaks,Danny Lomax,2013,2014,2,96,879,FALSE,8,TRUE,,,,
Hollyoaks,Kieron Hobbs,2008,2008,1,67,879,FALSE,9,TRUE,,,,
Hollyoaks,Charlotte Lau,2009,2010,2,70,879,FALSE,9,FALSE,,,,
Hollyoaks,George Smith,2011,2014,4,211,879,FALSE,9,TRUE,,,,
Hollyoaks,Doug Carter,2010,2013,4,261,879,TRUE,10,TRUE,,,,
Hollyoaks,Spike,2007,2008,2,5,879,FALSE,11,TRUE,,,,
Hollyoaks,Macca,2010,2010,1,8,879,FALSE,11,TRUE,,,,
Hollyoaks,Craig Dean,2004,2008,5,15,879,FALSE,11,TRUE,,,,
Hollyoaks,Ravi Roy,2008,2010,3,148,879,FALSE,11,TRUE,,,,
Hollyoaks,Nico Blake,2014,2016,3,225,879,FALSE,11,FALSE,,,,
Hollyoaks,Kris Fisher,2006,2010,5,325,879,FALSE,11,TRUE,,,,
Hollyoaks,Sally St. Claire,2015,2016,2,55,879,FALSE,12,FALSE,,,,
Hollyoaks,Scott Drinkwell,2012,2016,5,99,879,FALSE,12,TRUE,,,,
Hollyoaks,Jason Costello,2010,2011,2,134,879,FALSE,12,TRUE,,,,
Hollyoaks,Sarah Barnes,2006,2009,4,144,879,TRUE,12,FALSE,,,,
Hollyoaks,Harry Thompson,2007,2016,10,171,879,FALSE,12,TRUE,,,,
Hollyoaks,Grace Black,2013,2016,4,317,879,FALSE,12,FALSE,,,,
Hollyoaks,Esther Bloom,2011,2016,6,394,879,FALSE,12,FALSE,,,,
Hollyoaks,John Paul McQueen,2006,2016,11,455,879,FALSE,12,TRUE,,,,
Hollyoaks,Steven Hay,2006,2016,11,879,879,FALSE,12,TRUE,,,,
Hollywood Beat,George Grinsky,1985,1985,1,14,14,FALSE,11,TRUE,,,,
Home And Away,Desiree Upton,2001,2001,1,3,3567,FALSE,2,FALSE,,,,
Home And Away,Freya Duric,2007,2009,3,10,3567,FALSE,2,FALSE,,,,
Home And Away,Joey Collins,2009,2009,1,10,3567,FALSE,4,FALSE,,,,
Home And Away,Eve Jacobsen,2005,2006,2,10,3567,FALSE,6,FALSE,,,,
Home And Away,Charlie Buckton,2008,2013,6,379,3567,TRUE,6,FALSE,,,,
Home And Away,Christopher Fletcher,1988,2003,15,197,3567,FALSE,7,TRUE,,,,
Home And Away,Mandy Thomas,1995,1997,3,28,3567,FALSE,8,FALSE,,,,
Home And Away,Shannon Reed,1994,2005,12,380,3567,FALSE,8,FALSE,,,,
Home And Away,Dean Silverman,2006,2006,1,14,3567,FALSE,9,TRUE,,,,
Home Fires,Teresa Fenchurch,2015,2016,2,12,12,FALSE,5,FALSE,,,,
Homeland,Mansour Al-Zahrani,2011,2011,1,3,61,TRUE,12,TRUE,,,,
Homocide: Life On The Street,Tim Bayliss,1993,1999,7,122,122,TRUE,5,TRUE,,,,
Hooperman,Rick Silardi,1987,1989,3,42,42,FALSE,7,TRUE,,,,
Hospital Central,Verónica Solé,2007,2009,3,46,297,FALSE,3,FALSE,,,,
Hospital Central,Maca Fernández Wilson ,2004,2011,8,156,297,FALSE,5,FALSE,,,,
Hospital Central,Esther García,2000,2011,12,263,297,FALSE,5,FALSE,,,,
Hot in Cleveland,"Rejoyla ""Joy"" Scruggs",2010,2015,6,129,129,FALSE,6,FALSE,,,,
Hot in Cleveland,Victoria Chase,2010,2015,6,129,129,FALSE,6,FALSE,,,,
Hot L Baltimore,George ,1975,1975,1,13,13,FALSE,4,TRUE,,,,
Hot L Baltimore,Gordon,1975,1975,1,13,13,FALSE,4,TRUE,,,,
Hotel Babylon,Ben Trueman,2006,2009,4,32,32,FALSE,8,TRUE,,,,
Hotel Cæsar,Ellen Lavik,2005,2007,3,27,1950,FALSE,1,FALSE,,,,
Hotel Cæsar,Vilde Mykland,2006,2008,3,201,1950,FALSE,3,FALSE,,,,
House,Remy Hadley,2007,2012,6,81,176,FALSE,21,FALSE,,,,
House Husbands,Tom,2012,2013,2,22,46,FALSE,7,TRUE,,,,
House Husbands,Eve,2015,2015,1,10,46,FALSE,10,FALSE,,,,
House Husbands,Alex,2014,2015,2,13,46,FALSE,10,TRUE,,,,
House Husbands,Kane,2012,2015,4,46,46,FALSE,10,TRUE,,,,
House Of Cards,Lisa Williams,2014,2015,2,9,52,FALSE,2,FALSE,,,,
House Of Cards,Rachel Posner,2013,2015,3,19,52,TRUE,2,FALSE,,,,
House Of Cards,Thomas Yates,2015,2016,2,15,52,FALSE,3,TRUE,,,,
House Of Cards,Edward Meechum,2013,2016,4,35,52,TRUE,3,TRUE,,,,
House Of Cards,Frank Underwood,2013,2016,4,52,52,FALSE,3,TRUE,,,,
House of Lies,Principal Gita ,2012,2013,2,4,58,FALSE,2,FALSE,,,,
House of Lies,April,2012,2012,1,5,58,FALSE,3,FALSE,,,,
House of Lies,Roscoe Kaan ,2012,2016,5,58,58,FALSE,6,TRUE,,,,
How I Met Your Mother,James Stinson,2006,2014,9,14,208,FALSE,3,TRUE,,,,
How I Met Your Mother,Lily Aldrin,2005,2014,10,208,208,FALSE,3,FALSE,,,,
How To Get Away With Murder,Eve Rothlow,2015,2016,2,7,39,FALSE,10,FALSE,,,,
How To Get Away With Murder,Oliver Hampton,2014,2016,3,29,39,FALSE,11,TRUE,,,,
How To Get Away With Murder,Annalise Keating,2014,2016,3,39,39,FALSE,11,FALSE,,,,
How To Get Away With Murder,Connor Walsh,2014,2016,3,39,39,FALSE,11,TRUE,,,,
Humans,Astrid,2016,2016,1,6,16,FALSE,3,FALSE,,,,
Humans,Niska,2015,2016,2,16,16,FALSE,3,FALSE,,,,
Hunters,Dylan Briggs,2016,2016,1,13,13,FALSE,7,TRUE,,,,
Hvaler,Heidi,2010,2010,1,6,24,FALSE,11,FALSE,,,,
Hvaler,Lone,2010,2010,1,10,24,FALSE,11,FALSE,,,,
Ideal,Luke,2007,2007,1,4,54,FALSE,5,TRUE,,,,
Ideal,Yasuko,2005,2011,7,26,54,FALSE,6,FALSE,,,,
Ideal,Nicki,2005,2011,7,48,54,FALSE,6,FALSE,,,,
Ideal,Brian,2005,2011,7,51,54,FALSE,6,TRUE,,,,
In The Flesh,Simon Monroe,2014,2014,1,6,9,FALSE,6,TRUE,,,,
In The Flesh,Kieren Walker,2013,2014,2,9,9,FALSE,6,TRUE,,,,
In Treatment,Alex Prince,2008,2008,1,9,106,TRUE,3,TRUE,,,,
In Treatment,Jesse D'Amato,2010,2010,1,7,106,FALSE,12,TRUE,,,,
Inconceivable,Scott Garcia,2005,2005,1,10,10,FALSE,3,TRUE,,,,
Incorporated,Theo,2016,2016,1,5,5,FALSE,12,TRUE,,,,
Is Harry On The Boat?,Jane Rigsby,2002,2003,2,6,28,FALSE,12,FALSE,,,,
Is Harry On The Boat?,Rosie Chadderton,2002,2003,2,28,28,FALSE,12,FALSE,,,,
It's All Relative,Philip Stoddard,2003,2004,2,22,22,FALSE,4,TRUE,,,,
It's All Relative,Simon Banks,2003,2004,2,22,22,FALSE,4,TRUE,,,,
It's Always Sunny In Philadelphia,Dennis Reynolds,2005,2016,12,123,123,FALSE,3,TRUE,,,,
It's Always Sunny In Philadelphia,Mac McDonald,2005,2016,12,123,123,FALSE,3,TRUE,,,,
It's Me... Gerald,Gerald,2005,2005,1,5,5,FALSE,10,FALSE,,,,
Jane The Virgin,Wesley Masters,2015,2016,2,4,51,FALSE,2,TRUE,,,,
Jane The Virgin,Rose Solano,2014,2016,3,19,51,TRUE,2,FALSE,,,,
Jane The Virgin,Susanna Barnett,2015,2016,2,12,51,FALSE,5,FALSE,,,,
Jane The Virgin,Luisa Alver,2014,2016,3,25,51,FALSE,11,FALSE,,,,
Janet King,Ashleigh Larsson,2014,2016,2,9,16,TRUE,3,FALSE,,,,
Janet King,Janet King,2014,2016,2,16,16,FALSE,12,FALSE,,,,
Jekyll,Min,2007,2007,1,6,6,FALSE,7,FALSE,,,,
Jekyll,Miranda Calendar,2007,2007,1,6,6,FALSE,7,FALSE,,,,
Jessica Jones,Wendy Ross-Hogarth,2015,2015,1,7,12,TRUE,11,FALSE,,,,
Jessica Jones,Pam,2015,2015,1,8,12,FALSE,11,FALSE,,,,
Jessica Jones,Jeri Hogarth,2015,2015,1,10,12,FALSE,11,FALSE,,,,
Joey,Gina Tribbiani,2004,2006,3,46,46,FALSE,7,FALSE,,,,
Judging Amy,Eric Black,2001,2003,3,11,138,FALSE,2,TRUE,,,,
Kath & Kim,Sharon Strzelecki,2002,2007,6,32,32,FALSE,10,FALSE,,,,
Kevin Hill,George Weiss,2004,2005,2,22,22,FALSE,5,TRUE,,,,
Killjoys,Pree,2015,2016,2,15,20,FALSE,9,TRUE,,,,
Kingdom,Nate Kulina,2014,2016,3,30,30,FALSE,8,TRUE,,,,
Kings,Joseph Lasile,2009,2009,1,3,13,TRUE,6,TRUE,,,,
Kings,Jack Benjamin,2009,2009,1,13,13,FALSE,7,TRUE,,,,
L.A. Law,Cara Jean Lamb,1990,1992,3,41,171,FALSE,5,FALSE,,,,
Last Friends,Ruka Kishimoto,2008,2008,1,10,11,FALSE,6,FALSE,,,,
Last Tango In Halifax,Kate,2012,2015,4,18,20,TRUE,8,FALSE,,,,
Law & Order,Serena Southerlyn,2001,2005,5,85,391,FALSE,1,FALSE,,,,
Law & Order: LA,Arleen Gonzales,2010,2011,2,21,22,FALSE,7,FALSE,,,,
Law & Order: Special Victims Unit,Ken Randall,2003,2016,14,9,395,FALSE,5,TRUE,,,,
Law & Order: Special Victims Unit,George Huang,2001,2015,15,230,395,FALSE,11,TRUE,,,,
Leap Years,Gregory Paget,2001,2001,1,20,20,FALSE,12,TRUE,,,,
Legend Of The Seeker,Dhalia,2010,2010,1,3,44,TRUE,5,FALSE,,,,
Legend Of The Seeker,Cara Mason,2009,2010,2,23,44,FALSE,5,FALSE,,,,
Legends Of Tomorrow,Sara Lance,2016,2016,1,24,24,FALSE,12,FALSE,,,,
Les Revenants,Laure,2012,2012,1,8,16,TRUE,12,FALSE,,,,
Let Them Eat Cake,Comte de Vache,1999,1999,1,2,6,FALSE,9,TRUE,,,,
Let Them Eat Cake,Bouffant,1999,1999,1,6,6,FALSE,10,TRUE,,,,
Lindenstraße,Gert Weinbauer,1986,2007,12,25,1005,FALSE,4,TRUE,,,,
Lindenstraße,"Georg ""Käthe"" Eschweiler",1995,2016,22,321,1005,FALSE,6,TRUE,,,,
Lindenstraße,Carsten Flöter,1986,2016,31,592,1005,FALSE,6,TRUE,,,,
Lindenstraße,Tanja Schildknecht,1985,2016,32,636,1005,FALSE,11,FALSE,,,,
Lindenstraße,Suzanne Richter,2000,2011,12,140,1005,FALSE,12,FALSE,,,,
Lindenstraße ,Sonia Besirsky,1995,1998,4,45,1005,TRUE,2,FALSE,,,,
Lip Service,Cat McKenzie,2010,2012,2,8,12,TRUE,4,FALSE,,,,
Lip Service,Declan Love,2012,2012,1,5,1005,FALSE,5,TRUE,,,,
Lip Service,Lexy Price,2012,2012,1,6,1005,FALSE,5,FALSE,,,,
Lip Service,Frankie Alan,2010,2012,3,9,1017,FALSE,5,FALSE,,,,
Lip Service,Sadie Anderson,2010,2012,3,10,1017,FALSE,5,FALSE,,,,
Lip Service,Sam Murray,2010,2012,3,12,1017,FALSE,5,FALSE,,,,
Lip Service,Tess Roberts,2010,2012,3,12,1017,FALSE,5,FALSE,,,,
London Spy,Alex,2015,2015,1,5,5,TRUE,12,TRUE,,,,
London Spy,Danny Holt,2015,2015,1,5,5,FALSE,12,TRUE,,,,
London Spy,Scottie,2015,2015,1,5,5,FALSE,12,TRUE,,,,
Looking,Lynn,2014,2015,2,8,18,FALSE,2,TRUE,,,,
Looking,Brady,2015,2015,1,4,18,FALSE,3,TRUE,,,,
Looking,Eddie,2015,2015,1,8,18,FALSE,3,TRUE,,,,
Looking,Frank,2014,2015,2,8,18,FALSE,3,TRUE,,,,
Looking,Richie Donado Ventura,2014,2015,2,14,18,FALSE,3,TRUE,,,,
Looking,Kevin Matheson,2014,2015,2,15,18,FALSE,3,TRUE,,,,
Looking,Dom Basaluzzo,2014,2015,2,16,18,FALSE,3,TRUE,,,,
Looking,Agustín Lanuez,2014,2015,2,17,18,FALSE,3,TRUE,,,,
Looking,Patrick Murray,2014,2015,2,18,18,FALSE,3,TRUE,,,,
Los Beltrain,Fernando Salazar,1999,2001,3,44,44,FALSE,2,TRUE,,,,
Los Hombres De Paco,Silvia Castro,2005,2010,6,106,118,TRUE,3,FALSE,,,,
Los Hombres De Paco,Pepa Miranda,2008,2010,3,57,118,FALSE,5,FALSE,,,,
Lost,Tom Friendly,2005,2008,4,19,118,TRUE,3,TRUE,,,,
Lost Girl,Nadia,2011,2012,2,7,77,TRUE,3,FALSE,,,,
Lost Girl,Mark,2014,2015,2,10,77,FALSE,3,TRUE,,,,
Lost Girl,Evony Marquise,2010,2015,6,18,77,FALSE,3,FALSE,,,,
Lost Girl,Vex,2010,2015,6,24,77,FALSE,3,TRUE,,,,
Lost Girl,Tamsin,2013,2015,3,34,77,TRUE,3,FALSE,,,,
Lost Girl,Lauren Lewis,2010,2015,6,73,77,FALSE,3,FALSE,,,,
Lost Girl,Bo Dennis,2010,2016,7,77,77,FALSE,3,FALSE,,,,
Love Sidney,Sidney Shore,1981,1983,3,44,44,FALSE,6,TRUE,,,,
Lucifer,Mazikeen,2015,2016,2,23,23,FALSE,11,FALSE,,,,
Lucifer,Lucifer Morningstar,2015,2016,2,23,23,FALSE,11,TRUE,,,,
Lush Life,"Nelson ""Margarita"" Marquez",1996,1996,1,7,7,FALSE,10,TRUE,,,,
Mad Men,Joyce Ramsay,2010,2012,3,5,92,FALSE,4,FALSE,,,,
Mad Men,Carol,2014,2015,2,3,92,FALSE,5,FALSE,,,,
Mad Men,Kurt,2008,2009,2,8,92,FALSE,11,TRUE,,,,
Mad Men,Salvatore Romano,2007,2009,3,39,92,FALSE,11,TRUE,,,,
Madam Secretary,Blake Moran,2014,2016,3,55,55,FALSE,12,TRUE,,,,
Major Crimes,TJ Shaw,2015,2015,1,3,84,FALSE,7,TRUE,,,,
Major Crimes,"Gustavo ""Gus"" Wallace",2015,2016,2,17,84,FALSE,9,TRUE,,,,
Major Crimes,Rusty Beck,2012,2016,5,84,84,FALSE,9,TRUE,,,,
Make It Or Break It,Max Spencer,2011,2011,1,6,48,FALSE,5,TRUE,,,,
Malibu Country,Geoffrey,2012,2013,2,18,18,FALSE,3,TRUE,,,,
Marcella,Cara Thomas,2016,2016,1,3,8,TRUE,4,FALSE,,,,
Marcella,Matthew Neil,2016,2016,1,6,8,FALSE,5,TRUE,,,,
Marcella,Yann Hall,2016,2016,1,8,8,FALSE,5,TRUE,,,,
Marienhof,Billi Vogt,1997,2011,15,20,123,FALSE,2,FALSE,,,,
Marienhof,Annalena Bergman,1995,2011,17,87,123,FALSE,2,FALSE,,,,
Marienhof,Andrea Süsskind,1996,2011,16,30,123,FALSE,6,FALSE,,,,
Marienhof,Sülo Özgentürk,1997,2010,14,41,123,FALSE,12,TRUE,,,,
Marry Me,Kevin 2 (Dan Bucantinsky),2014,2015,2,18,18,FALSE,5,TRUE,,,,
Marry Me,Kevin 1 (Tim Meadows),2014,2015,2,18,18,FALSE,5,TRUE,,,,
Mary Hartman,Howard McCullough,1976,1976,1,25,325,FALSE,6,TRUE,,,,
Mary Hartman,Ed McCullough,1976,1976,1,29,325,FALSE,6,TRUE,,,,
Master Of None,Denise ,2015,2015,1,7,7,FALSE,11,FALSE,,,,
Masters of Sex,Helen,2014,2016,3,7,46,TRUE,10,FALSE,,,,
Masters of Sex,Dale,2013,2013,1,4,46,FALSE,11,TRUE,,,,
